"N","estimator","age","mid","nrep","bias_a","se_a","bias_b","se_b","true_a","true_b","t_a","t_b"
1e+06,"svd","95-99",97.5,1000,-0.00316310493982686,0.0161749943682306,-0.00262380792393719,0.00621350103684563,-1.30567837065216,0.0127171967751866,-0.195555242111214,-0.422275285443455
1e+06,"svd","100+",102.5,1000,-0.0176849401130159,0.0409759882393887,-0.00408563484056112,0.015327012189659,-0.884547892930226,0.0058094476526544,-0.431592766224392,-0.266564336871714
2e+06,"svd","0",0.5,1000,-0.00806986399633214,0.0258922283870025,-0.00126017917851674,0.00866551820988508,-5.45110163120714,0.0469011555088597,-0.311671281270757,-0.145424560654573
2e+06,"svd","1-4",3,1000,-0.0332144315676199,0.058084305291959,0.0122200582581943,0.0211105612032132,-8.35609607853327,0.110675808277358,-0.571831433649221,0.57885994316126
2e+06,"svd","5-9",7.5,1000,-0.0510341311886595,0.0664713614764829,0.0189326528983359,0.0263892803224725,-9.01766599546062,0.0784767136680064,-0.767761183990718,0.717437257362919
2e+06,"svd","10-14",12.5,1000,-0.0443753877041591,0.0602600321429229,0.00999535254349523,0.0241580382415461,-8.97039257582296,0.0422887499214844,-0.736398341091337,0.413748518963166
2e+06,"svd","15-19",17.5,1000,-0.0187572878319706,0.038994998490402,0.00135076383965832,0.0132736918448952,-8.29682640500956,0.0520233944118369,-0.481017785821621,0.101762482920515
2e+06,"svd","20-24",22.5,1000,-0.0125389766903492,0.031319414198451,-0.000242557649959549,0.0106585320869965,-8.02520213588412,0.0438271188339472,-0.400357957236932,-0.0227571346579208
2e+06,"svd","25-29",27.5,1000,-0.00946030690780475,0.0275171062972846,-0.00112717717451592,0.00906746105417415,-7.83699538879676,0.0505899039281294,-0.343797302143587,-0.124310120306172
2e+06,"svd","30-34",32.5,1000,-0.00540247109577141,0.0228207375813558,-0.00219759299035019,0.00751160588646681,-7.52476319010437,0.0468341571333686,-0.236735165833779,-0.292559676794206
2e+06,"svd","35-39",37.5,1000,-0.00437634929383357,0.0181716959916176,-0.00226204288256709,0.006145949411459,-7.16673672016926,0.0394017280956176,-0.240833287979962,-0.368054263243617
2e+06,"svd","40-44",42.5,1000,-0.00216294822281249,0.0152221328155627,-0.00193084047633784,0.00480873404753962,-6.75402026895997,0.0329677363497863,-0.142092323659214,-0.401527815273076
2e+06,"svd","45-49",47.5,1000,-0.00164292308677005,0.0119959243925254,-0.00146682616311185,0.0041225675153242,-6.34155460245041,0.025950079978389,-0.136956772401279,-0.355804036600842
2e+06,"svd","50-54",52.5,1000,-0.00181610457343151,0.0101318132386638,-0.00188441622281335,0.00360071041299047,-5.93101826830349,0.0287499471299496,-0.179247734897156,-0.523345675346411
2e+06,"svd","55-59",57.5,1000,-0.00134781056715472,0.00910384820333275,-0.00305599245176318,0.00355101084708529,-5.5431915265717,0.0445772840877155,-0.148048444685326,-0.860597892645576
2e+06,"svd","60-64",62.5,1000,-0.00119964258991168,0.00829805151157727,-0.00393290623470419,0.00359050310301129,-5.10551938327063,0.0562673346856074,-0.144569190518757,-1.0953635526469
2e+06,"svd","65-69",67.5,1000,-0.000729890848649717,0.00717875154009554,-0.00466630442157714,0.00373065075062984,-4.62531761703246,0.0678324947554817,-0.101673786113512,-1.25080173232226
2e+06,"svd","70-74",72.5,1000,-0.000818794025570391,0.00630932356024929,-0.00446051339241278,0.00337597686734609,-4.07182736488224,0.0650219890413153,-0.129775247338565,-1.32125117193687
2e+06,"svd","75-79",77.5,1000,-0.000511493042826494,0.00538650885489754,-0.00360924003460701,0.00285891318617516,-3.49607909020242,0.0514850010931134,-0.0949581735786868,-1.26245177785048
2e+06,"svd","80-84",82.5,1000,-0.000412188460527485,0.00485649198746621,-0.00306617933431747,0.00252343944566991,-2.88002144208942,0.0428678086215171,-0.0848737034038714,-1.21507941852097
2e+06,"svd","85-89",87.5,1000,-0.000515434103188994,0.00503724001186433,-0.00229497001046309,0.00218901869941569,-2.28563093161235,0.0324055997576375,-0.102324705984821,-1.04840128185094
2e+06,"svd","90-94",92.5,1000,-0.000191046604299361,0.00661280969722852,-0.00151654370582987,0.00249340160603305,-1.74976839172068,0.0223293502930381,-0.0288903829153635,-0.608222799793034
2e+06,"svd","95-99",97.5,1000,-0.00216510077135479,0.0116823936566032,-0.00126955651681647,0.00435933527158409,-1.30567837065216,0.0127171967751866,-0.185330235822949,-0.291227088013154
2e+06,"svd","100+",102.5,1000,-0.0105113182615003,0.028201677079229,-0.00225498869902005,0.0106639818462529,-0.884547892930226,0.0058094476526544,-0.37271961635367,-0.211458415020877
5e+06,"svd","0",0.5,1000,-0.00313454976066296,0.0161254934907481,-0.000249054537321547,0.00515609885063962,-5.45110163120714,0.0469011555088597,-0.194384733866371,-0.0483029019683459
5e+06,"svd","1-4",3,1000,-0.012870144419205,0.0346990468758815,0.00481367227167952,0.0107122627249612,-8.35609607853327,0.110675808277358,-0.370907721622484,0.449360923576203
5e+06,"svd","5-9",7.5,1000,-0.0186071269260424,0.0402309650789013,0.00629231677891068,0.0126387489344175,-9.01766599546062,0.0784767136680064,-0.462507595568487,0.49785914820854
5e+06,"svd","10-14",12.5,1000,-0.0144040430884917,0.0353653783114721,0.00283013786656339,0.0122477373242883,-8.97039257582296,0.0422887499214844,-0.407292209958327,0.231074343907669
5e+06,"svd","15-19",17.5,1000,-0.00705253703924846,0.0243563680981375,0.000444357848334506,0.00778829283001357,-8.29682640500956,0.0520233944118369,-0.28955618550484,0.0570545892447821
5e+06,"svd","20-24",22.5,1000,-0.00490283741774888,0.0197024126136201,-0.000118496876418593,0.0064116061238567,-8.02520213588412,0.0438271188339472,-0.248844520409627,-0.0184816213175795
5e+06,"svd","25-29",27.5,1000,-0.0040448648785949,0.0173099205921834,-0.000545693955323619,0.00539767607678071,-7.83699538879676,0.0505899039281294,-0.233673219761704,-0.101097944293293
5e+06,"svd","30-34",32.5,1000,-0.00266138609833177,0.0143252959377138,-0.000420447204060745,0.00481715548876335,-7.52476319010437,0.0468341571333686,-0.185782277022649,-0.0872812191845361
5e+06,"svd","35-39",37.5,1000,-0.00130552685194285,0.0112728617241279,-0.000638562413036683,0.00394863313864719,-7.16673672016926,0.0394017280956176,-0.115811484598322,-0.161717331191587
5e+06,"svd","40-44",42.5,1000,-0.0016989708957178,0.00926129353207472,-0.00059624700202629,0.00302496723200422,-6.75402026895997,0.0329677363497863,-0.183448552821886,-0.197108582108918
5e+06,"svd","45-49",47.5,1000,-0.000903929747914312,0.00756722828524342,-0.000599705803676891,0.00265879934467337,-6.34155460245041,0.025950079978389,-0.119453215079692,-0.2255551194107
5e+06,"svd","50-54",52.5,1000,-0.000562819524840386,0.00677742574040603,-0.000627435045458605,0.00222322848124396,-5.93101826830349,0.0287499471299496,-0.0830432595498519,-0.2822179774827
5e+06,"svd","55-59",57.5,1000,-0.000516270340856551,0.00604600969301452,-0.0010003137544637,0.00225763899220466,-5.5431915265717,0.0445772840877155,-0.0853902601997219,-0.443079587975602
5e+06,"svd","60-64",62.5,1000,-0.000333280612939468,0.0052095528510734,-0.00133447227617452,0.00228981954230342,-5.10551938327063,0.0562673346856074,-0.0639748981279262,-0.582784910129696
5e+06,"svd","65-69",67.5,1000,-0.000382575688860243,0.00435266398099428,-0.00159522164609473,0.00226272996725855,-4.62531761703246,0.0678324947554817,-0.0878946067352643,-0.704998682643271
5e+06,"svd","70-74",72.5,1000,-0.000160360960460793,0.00385689531506546,-0.00156691283512789,0.00205146640320554,-4.07182736488224,0.0650219890413153,-0.0415777321812197,-0.763801363102749
5e+06,"svd","75-79",77.5,1000,-5.50204004965416e-05,0.00351734092689322,-0.00126228811301092,0.00180934153379715,-3.49607909020242,0.0514850010931134,-0.0156426123142802,-0.697650548242176
5e+06,"svd","80-84",82.5,1000,-0.000248256160028326,0.00317686922725966,-0.00103650326197144,0.00158441961202576,-2.88002144208942,0.0428678086215171,-0.0781449100573994,-0.654184822066307
5e+06,"svd","85-89",87.5,1000,-5.96112975261853e-05,0.00326769941673014,-0.000758550166747203,0.00141457533606589,-2.28563093161235,0.0324055997576375,-0.0182425890279211,-0.536238790121158
5e+06,"svd","90-94",92.5,1000,-2.88319328973774e-05,0.00416006770455221,-0.000552537995137464,0.0015575420747523,-1.74976839172068,0.0223293502930381,-0.00693064030324018,-0.354749964122373
5e+06,"svd","95-99",97.5,1000,-0.000371646219627042,0.00753358549333359,-0.000287376439317628,0.00275831214136123,-1.30567837065216,0.0127171967751866,-0.0493319177111495,-0.104185612283825
5e+06,"svd","100+",102.5,1000,-0.00413545127938508,0.0166047503711636,-0.00119066544011964,0.00671919469702043,-0.884547892930226,0.0058094476526544,-0.249052300513162,-0.17720359266381
