"N","bias2_raw","bias2_cor","sse_med_raw","sse_med_cor","drift_bias_raw","drift_bias_cor"
50000,0.070786598895628,0.0202229586823597,0.462809995965525,0.568223086563422,0.308309478156497,0.291052030444348
2e+05,0.00919823099420223,0.00541436179413736,0.05828309402511,0.0427597166644471,0.178229928308861,0.13748001170954
