"N","estimator","age","mid","nrep","bias_a","se_a","bias_b","se_b","true_a","true_b","t_a","t_b"
2e+05,"mle","95-99",97.5,300,0.00036288989484734,0.0389899531714672,-0.00122185230722779,0.0130516045078277,-1.30567837065216,0.0127171967751866,0.00930726675283372,-0.0936170190029108
2e+05,"mle","100+",102.5,300,-0.0196567466586041,0.0915528432905567,-0.00150246895105883,0.0360820842732902,-0.884547892930226,0.0058094476526544,-0.214703836080988,-0.0416403038050392
5e+05,"mle","0",0.5,300,-0.00131977309815845,0.0528278306606184,0.000540875375450216,0.0172112115805858,-5.45110163120714,0.0469011555088597,-0.0249825344265424,0.031425758315604
5e+05,"mle","1-4",3,300,-0.00553662627764417,0.110778883033125,-0.00121755976046013,0.0289730890954293,-8.35609607853327,0.110675808277358,-0.0499790765717382,-0.0420238158399275
5e+05,"mle","5-9",7.5,300,-0.0265359336289812,0.121457696301789,0.000769447188519762,0.0349466414166833,-9.01766599546062,0.0784767136680064,-0.218478815562636,0.022017772161431
5e+05,"mle","10-14",12.5,300,-0.0210682733875469,0.115732519945691,-0.00285352777901809,0.0358408339304729,-8.97039257582296,0.0422887499214844,-0.182042812145052,-0.0796166680874001
5e+05,"mle","15-19",17.5,300,-0.00478838712692919,0.0739215083033741,0.000232475581576533,0.0221063116137756,-8.29682640500956,0.0520233944118369,-0.0647766426420527,0.0105162537124314
5e+05,"mle","20-24",22.5,300,-0.00722411794723854,0.0590652926350103,0.00116889289137111,0.0186715564316138,-8.02520213588412,0.0438271188339472,-0.122307325079712,0.0626028631117223
5e+05,"mle","25-29",27.5,300,-0.00894724994197205,0.0570188948818341,0.000654204354402541,0.0177460201809831,-7.83699538879676,0.0505899039281294,-0.156917280850748,0.036864849004488
5e+05,"mle","30-34",32.5,300,-0.00372296372876324,0.0480614055400189,-0.000685796835279487,0.0153741555569059,-7.52476319010437,0.0468341571333686,-0.0774626477717817,-0.0446071221759842
5e+05,"mle","35-39",37.5,300,0.00112160769984282,0.0346064797440179,-0.00117065328749188,0.0127012133931458,-7.16673672016926,0.0394017280956176,0.0324103378367082,-0.0921686181671129
5e+05,"mle","40-44",42.5,300,0.000218251466087338,0.0307093808217509,0.000110626001188836,0.0095776157071893,-6.75402026895997,0.0329677363497863,0.00710699663253238,0.0115504739980115
5e+05,"mle","45-49",47.5,300,-0.000273093313404971,0.0227032175416974,-0.000132391455217193,0.00833718686372456,-6.34155460245041,0.025950079978389,-0.0120288374501719,-0.0158796315089486
5e+05,"mle","50-54",52.5,300,-0.00284043292238145,0.0223058021057529,0.000770907199095543,0.00721801234568074,-5.93101826830349,0.0287499471299496,-0.127340541663322,0.106803253053017
5e+05,"mle","55-59",57.5,300,0.000171253070090138,0.0173310381481546,0.000576717191718291,0.00683468793711351,-5.5431915265717,0.0445772840877155,0.00988129323968822,0.0843809105879757
5e+05,"mle","60-64",62.5,300,-0.00171098850021156,0.016909643010436,0.000138511336522665,0.00694710222280595,-5.10551938327063,0.0562673346856074,-0.101184188167403,0.0199380017855444
5e+05,"mle","65-69",67.5,300,-0.000602794399394035,0.0150348547952113,0.000821662916002469,0.00690202382777563,-4.62531761703246,0.0678324947554817,-0.0400931307687806,0.119046664645792
5e+05,"mle","70-74",72.5,300,-0.00215695520709591,0.0124392483842462,0.000625446506979876,0.00642850105303895,-4.07182736488224,0.0650219890413153,-0.173399158893523,0.0972927439568839
5e+05,"mle","75-79",77.5,300,-0.000398700439530941,0.0108970948107115,7.79533675134697e-05,0.00542984178634656,-3.49607909020242,0.0514850010931134,-0.0365877737559034,0.0143564712528982
5e+05,"mle","80-84",82.5,300,-0.000342864600189507,0.00907200362220756,0.000228786578930579,0.00471289104005418,-2.88002144208942,0.0428678086215171,-0.0377937018620894,0.0485448479470785
5e+05,"mle","85-89",87.5,300,-0.00045203794199189,0.00962426189729596,0.000532876956919545,0.0043906079201057,-2.28563093161235,0.0324055997576375,-0.0469685828186881,0.121367465876278
5e+05,"mle","90-94",92.5,300,-0.000848581064862408,0.0130923471521539,0.000305417401251604,0.00516855543344699,-1.74976839172068,0.0223293502930381,-0.0648150446211475,0.0590914434766768
5e+05,"mle","95-99",97.5,300,-0.0025896006782673,0.0223859679485308,-0.000524549220880365,0.00832830915971009,-1.30567837065216,0.0127171967751866,-0.115679638433381,-0.0629838795391963
5e+05,"mle","100+",102.5,300,0.000685723882141831,0.0563985915857979,-0.000970322509095917,0.018774006554311,-0.884547892930226,0.0058094476526544,0.0121585284820217,-0.0516843597709891
1e+06,"mle","0",0.5,300,0.000490611705800781,0.0349270923898083,-0.000214395642767325,0.011275184512873,-5.45110163120714,0.0469011555088597,0.0140467377108076,-0.0190148234401439
1e+06,"mle","1-4",3,300,-0.00247981508855588,0.0751873648252256,-0.00161964273617497,0.0195164897495417,-8.35609607853327,0.110675808277358,-0.0329818061095805,-0.0829884245046172
1e+06,"mle","5-9",7.5,300,-0.00794083035217419,0.0862888200537813,-0.000359128452016091,0.0216555423520022,-9.01766599546062,0.0784767136680064,-0.0920261784461174,-0.0165836738779663
1e+06,"mle","10-14",12.5,300,-0.0107207762053818,0.0744820703010396,-0.00109000772850344,0.0224565008907277,-8.97039257582296,0.0422887499214844,-0.143937677377265,-0.0485386273581698
1e+06,"mle","15-19",17.5,300,-0.000213103594763453,0.0523444392848733,-0.000499590101483337,0.0165734647290077,-8.29682640500956,0.0520233944118369,-0.00407117924415395,-0.0301439747000475
1e+06,"mle","20-24",22.5,300,-0.00309180584357271,0.0443006129275249,0.0016137768953014,0.0127287047992754,-8.02520213588412,0.0438271188339472,-0.0697914913419112,0.126782490500783
1e+06,"mle","25-29",27.5,300,-0.00159398098697494,0.0379646911484009,-0.000330143561494106,0.011745913095764,-7.83699538879676,0.0505899039281294,-0.041985880531576,-0.028107100640236
1e+06,"mle","30-34",32.5,300,0.000582971597877346,0.0320198350162055,0.000260397478949279,0.0105621873669456,-7.52476319010437,0.0468341571333686,0.0182065771913659,0.0246537454698252
1e+06,"mle","35-39",37.5,300,0.000832748673683881,0.0252145077444628,-6.61328122898777e-05,0.00794803805873268,-7.16673672016926,0.0394017280956176,0.0330265687565032,-0.00832064615206719
1e+06,"mle","40-44",42.5,300,-0.00134457144614597,0.0232650141429495,-8.10117260425167e-05,0.0075413436169734,-6.75402026895997,0.0329677363497863,-0.0577937085223498,-0.0107423464779118
1e+06,"mle","45-49",47.5,300,0.000340886515427741,0.01723077183829,0.000616185122313023,0.00619077251391008,-6.34155460245041,0.025950079978389,0.0197835894193797,0.0995328322803838
1e+06,"mle","50-54",52.5,300,-0.000785095301810479,0.0134919231948766,-0.000196304458011894,0.00512646676938767,-5.93101826830349,0.0287499471299496,-0.0581900215759166,-0.0382923496518327
1e+06,"mle","55-59",57.5,300,0.000995904857510332,0.0130960152324434,2.31307676568787e-06,0.00527715278571053,-5.5431915265717,0.0445772840877155,0.0760464034161421,0.000438319082204938
1e+06,"mle","60-64",62.5,300,-0.000618666040463012,0.0123477378797149,0.00016857369042611,0.00500921240231499,-5.10551938327063,0.0562673346856074,-0.0501035935885365,0.0336527335810725
1e+06,"mle","65-69",67.5,300,-0.000843108139948257,0.0100886774526717,0.000471569587960421,0.0049346169511,-4.62531761703246,0.0678324947554817,-0.0835697388387593,0.0955635650413152
1e+06,"mle","70-74",72.5,300,0.000242863099371604,0.00936356759192551,0.000170849891866082,0.00470377433295953,-4.07182736488224,0.0650219890413153,0.0259370263510494,0.0363218725585813
1e+06,"mle","75-79",77.5,300,0.000334350400588601,0.00771023548721088,0.000320558939445853,0.00409065670097727,-3.49607909020242,0.0514850010931134,0.0433644862265484,0.0783636865369979
1e+06,"mle","80-84",82.5,300,0.000100479289648181,0.00688200734921813,9.97692929345789e-05,0.00335057278931479,-2.88002144208942,0.0428678086215171,0.0146002880481661,0.0297767871967295
1e+06,"mle","85-89",87.5,300,-0.000302016480773659,0.00683338614117267,0.00029493370310698,0.00312751693918683,-2.28563093161235,0.0324055997576375,-0.0441971922168927,0.0943028315567376
1e+06,"mle","90-94",92.5,300,0.000486480228674147,0.00870648324812302,0.000181432870463957,0.00367177748969346,-1.74976839172068,0.0223293502930381,0.0558756290927251,0.0494128173543282
1e+06,"mle","95-99",97.5,300,0.000686973744329578,0.0172423861778631,0.000417595171002609,0.00592335422690031,-1.30567837065216,0.0127171967751866,0.0398421504566207,0.0704997801931452
1e+06,"mle","100+",102.5,300,0.00106374018770261,0.0377294111524728,-0.000161598501752415,0.0143235002284792,-0.884547892930226,0.0058094476526544,0.0281939249834513,-0.011282053909638
2e+06,"mle","0",0.5,300,0.000683665010718926,0.0260641106802202,-9.70692881923502e-06,0.00776258171322384,-5.45110163120714,0.0469011555088597,0.0262301299709318,-0.00125047686167334
2e+06,"mle","1-4",3,300,-0.00489793177236031,0.0534120427141117,-0.000945959733571214,0.0149168901954916,-8.35609607853327,0.110675808277358,-0.0917008884789619,-0.0634153446981274
2e+06,"mle","5-9",7.5,300,-0.00574091510048547,0.0628672104195452,0.000733648378669266,0.0178699508463353,-9.01766599546062,0.0784767136680064,-0.0913181141993321,0.0410548627121557
2e+06,"mle","10-14",12.5,300,-0.00575648541117779,0.0554883551843439,-0.00104549549452473,0.0167711667445009,-8.97039257582296,0.0422887499214844,-0.10374222468937,-0.062338864698697
2e+06,"mle","15-19",17.5,300,0.000583551298740659,0.0366005497098275,-0.000914214354592498,0.0119686031624806,-8.29682640500956,0.0520233944118369,0.0159437850897625,-0.0763843818849636
2e+06,"mle","20-24",22.5,300,-0.00185400899387567,0.0297257017798939,-0.000983855210864151,0.00999580538463747,-8.02520213588412,0.0438271188339472,-0.0623705710164157,-0.098426807346233
2e+06,"mle","25-29",27.5,300,-0.00365760723465947,0.0268881254345096,0.000715375388941404,0.00854686862292027,-7.83699538879676,0.0505899039281294,-0.136030577645443,0.0837002907735087
2e+06,"mle","30-34",32.5,300,-0.000383839005673181,0.0216045198415837,-0.000318684038254025,0.00779610717851573,-7.52476319010437,0.0468341571333686,-0.0177666066400781,-0.0408773290254711
2e+06,"mle","35-39",37.5,300,0.0010546990927045,0.0177079699701111,0.000317454692602283,0.00611628756225062,-7.16673672016926,0.0394017280956176,0.0595607003222114,0.0519031666466428
